Protein1,Protein2,Confidence,Comment
PA1704,PA2622,0.769,predicted
PA1795,PA2253,0.769,predicted
PA1795,PA2924,0.769,predicted
PA1795,PA2925,0.769,predicted
PA1795,PA2926,0.769,predicted
PA1795,PA5379,0.769,predicted
PA1796,PA5256,0.769,predicted
PA1802,PA4083,0.769,predicted
PA1802,PA4085,0.769,predicted
PA2001,PA2356,0.769,predicted
PA2009,PA2356,0.769,predicted
PA2253,PA2612,0.769,predicted
PA2290,PA2356,0.769,predicted
PA2356,PA3687,0.769,predicted
PA2356,PA4031,0.769,predicted
PA2356,PA4114,0.769,predicted
PA2356,PA5416,0.769,predicted
PA2357,PA3524,0.769,predicted
PA2385,PA4366,0.769,predicted
PA2394,PA4366,0.769,predicted
PA2396,PA4366,0.769,predicted
PA2413,PA2622,0.769,predicted
PA2425,PA2622,0.769,predicted
PA2513,PA4151,0.769,predicted
PA2522,PA4997,0.769,predicted
PA2612,PA2924,0.769,predicted
PA2612,PA2925,0.769,predicted
PA2612,PA5379,0.769,predicted
PA2741,PA4446,0.769,predicted
PA2742,PA4446,0.769,predicted
PA2925,PA4666,0.769,predicted
PA2966,PA2969,0.769,predicted
PA2969,PA4847,0.769,predicted
PA2995,PA5555,0.769,predicted
PA3149,PA4988,0.769,predicted
PA3524,PA3584,0.769,predicted
PA3543,PA4997,0.769,predicted
PA3543,PA5552,0.769,predicted
PA3545,PA4997,0.769,predicted
PA3547,PA4997,0.769,predicted
PA3548,PA4366,0.769,predicted
PA3548,PA5552,0.769,predicted
PA3700,PA5256,0.769,predicted
PA3745,PA4285,0.769,predicted
PA3745,PA5256,0.769,predicted
PA3745,PA5319,0.769,predicted
PA3875,PA5556,0.769,predicted
PA3915,PA5034,0.769,predicted
PA4239,PA4446,0.769,predicted
PA4240,PA4446,0.769,predicted
PA4245,PA4446,0.769,predicted
PA4247,PA4446,0.769,predicted
PA4366,PA4954,0.769,predicted
PA4464,PA4479,0.769,predicted
PA4559,PA4678,0.769,predicted
PA4563,PA5354,0.769,predicted
PA4587,PA5558,0.769,predicted
PA4740,PA5201,0.769,predicted
PA4744,PA5256,0.769,predicted
PA4867,PA5111,0.769,predicted
PA4941,PA5570,0.769,predicted
PA4944,PA5142,0.769,predicted
PA5165,PA5200,0.769,predicted
PA5173,PA5432,0.769,predicted
PA5276,PA5448,0.769,predicted
PA5332,PA5417,0.769,predicted
PA0025,PA4449,0.768,predicted
PA0098,PA0904,0.768,predicted
PA0123,PA4363,0.768,predicted
PA0123,PA5085,0.768,predicted
PA0134,PA0555,0.768,predicted
PA0134,PA2876,0.768,predicted
PA0134,PA2962,0.768,predicted
PA0134,PA4411,0.768,predicted
PA0134,PA4759,0.768,predicted
PA0134,PA5039,0.768,predicted
PA0134,PA5119,0.768,predicted
PA0134,PA5243,0.768,predicted
PA0142,PA2965,0.768,predicted
PA0179,PA5119,0.768,predicted
PA0183,PA0555,0.768,predicted
PA0196,PA0973,0.768,predicted
PA0214,PA2382,0.768,predicted
PA0214,PA3666,0.768,predicted
PA0214,PA4389,0.768,predicted
PA0214,PA5067,0.768,predicted
PA0219,PA0904,0.768,predicted
PA0219,PA2876,0.768,predicted
PA0219,PA2965,0.768,predicted
PA0219,PA2991,0.768,predicted
PA0219,PA3171,0.768,predicted
PA0223,PA4759,0.768,predicted
PA0223,PA5259,0.768,predicted
PA0230,PA0363,0.768,predicted
PA0244,PA5243,0.768,predicted
PA0248,PA3703,0.768,predicted
PA0266,PA1796,0.768,predicted
PA0293,PA4482,0.768,predicted
PA0296,PA1010,0.768,predicted
PA0296,PA3735,0.768,predicted
PA0298,PA0551,0.768,predicted
PA0298,PA4406,0.768,predicted
PA0316,PA3636,0.768,predicted
PA0331,PA2962,0.768,predicted
PA0347,PA1610,0.768,predicted
PA0363,PA1197,0.768,predicted
PA0363,PA1757,0.768,predicted
PA0386,PA2979,0.768,predicted
PA0390,PA0607,0.768,predicted
PA0390,PA3650,0.768,predicted
PA0393,PA1588,0.768,predicted
PA0393,PA1610,0.768,predicted
PA0393,PA3770,0.768,predicted
PA0399,PA3111,0.768,predicted
PA0399,PA4043,0.768,predicted
PA0399,PA4051,0.768,predicted
PA0400,PA1681,0.768,predicted
PA0400,PA2876,0.768,predicted
PA0400,PA3645,0.768,predicted
PA0400,PA4051,0.768,predicted
PA0400,PA5067,0.768,predicted
PA0401,PA2965,0.768,predicted
PA0403,PA2977,0.768,predicted
PA0408,PA4070,0.768,predicted
PA0409,PA1713,0.768,predicted
PA0432,PA2080,0.768,predicted
PA0432,PA2323,0.768,predicted
PA0432,PA4180,0.768,predicted
PA0432,PA5223,0.768,predicted
PA0439,PA0904,0.768,predicted
PA0439,PA1778,0.768,predicted
PA0439,PA2666,0.768,predicted
PA0439,PA4270,0.768,predicted
PA0440,PA2965,0.768,predicted
PA0482,PA3644,0.768,predicted
PA0484,PA1375,0.768,predicted
PA0487,PA4952,0.768,predicted
PA0494,PA5259,0.768,predicted
PA0501,PA1816,0.768,predicted
PA0501,PA2666,0.768,predicted
PA0501,PA2991,0.768,predicted
PA0501,PA4416,0.768,predicted
PA0504,PA2981,0.768,predicted
PA0514,PA4892,0.768,predicted
PA0551,PA1197,0.768,predicted
PA0551,PA5331,0.768,predicted
PA0555,PA1254,0.768,predicted
PA0555,PA1276,0.768,predicted
PA0555,PA2053,0.768,predicted
PA0555,PA2416,0.768,predicted
PA0555,PA2574,0.768,predicted
PA0555,PA3108,0.768,predicted
PA0555,PA4524,0.768,predicted
PA0564,PA4776,0.768,predicted
PA0593,PA0870,0.768,predicted
PA0593,PA0902,0.768,predicted
PA0593,PA1326,0.768,predicted
PA0593,PA2709,0.768,predicted
PA0593,PA3525,0.768,predicted
PA0593,PA3537,0.768,predicted
PA0593,PA4565,0.768,predicted
PA0593,PA4868,0.768,predicted
PA0593,PA4976,0.768,predicted
PA0603,PA2341,0.768,predicted
PA0609,PA2876,0.768,predicted
PA0649,PA4425,0.768,predicted
PA0649,PA5549,0.768,predicted
PA0650,PA3171,0.768,predicted
PA0651,PA4389,0.768,predicted
PA0651,PA4484,0.768,predicted
PA0662,PA4848,0.768,predicted
PA0668,PA4230,0.768,predicted
PA0704,PA4602,0.768,predicted
PA0756,PA1619,0.768,predicted
PA0756,PA2489,0.768,predicted
PA0761,PA1792,0.768,predicted
PA0762,PA1704,0.768,predicted
PA0764,PA3153,0.768,predicted
PA0773,PA1585,0.768,predicted
PA0773,PA5039,0.768,predicted
PA0854,PA4068,0.768,predicted
PA0863,PA2991,0.768,predicted
PA0879,PA2962,0.768,predicted
PA0879,PA4238,0.768,predicted
PA0887,PA4044,0.768,predicted
PA0887,PA4411,0.768,predicted
PA0887,PA4655,0.768,predicted
PA0895,PA3645,0.768,predicted
PA0903,PA5316,0.768,predicted
PA0904,PA1277,0.768,predicted
PA0904,PA4414,0.768,predicted
PA0904,PA4973,0.768,predicted
PA0927,PA3112,0.768,predicted
PA0973,PA5070,0.768,predicted
PA1001,PA3134,0.768,predicted
PA1002,PA4051,0.768,predicted
PA1010,PA2796,0.768,predicted
PA1010,PA5416,0.768,predicted
PA1013,PA1792,0.768,predicted
PA1049,PA1737,0.768,predicted
PA1049,PA1920,0.768,predicted
PA1049,PA3415,0.768,predicted
PA1049,PA4733,0.768,predicted
PA1049,PA4938,0.768,predicted
PA1052,PA5243,0.768,predicted
PA1061,PA3112,0.768,predicted
PA1109,PA4296,0.768,predicted
PA1125,PA3807,0.768,predicted
PA1125,PA4043,0.768,predicted
PA1128,PA2492,0.768,predicted
PA1155,PA2840,0.768,predicted
PA1155,PA2968,0.768,predicted
PA1155,PA3356,0.768,predicted
PA1156,PA2948,0.768,predicted
PA1156,PA5038,0.768,predicted
PA1175,PA1582,0.768,predicted
PA1176,PA5555,0.768,predicted
PA1197,PA1778,0.768,predicted
PA1197,PA3735,0.768,predicted
PA1197,PA5039,0.768,predicted
PA1248,PA1696,0.768,predicted
PA1252,PA3989,0.768,predicted
PA1254,PA5119,0.768,predicted
PA1278,PA5067,0.768,predicted
PA1281,PA4068,0.768,predicted
PA1375,PA1737,0.768,predicted
PA1375,PA2165,0.768,predicted
PA1375,PA2961,0.768,predicted
PA1379,PA2965,0.768,predicted
PA1416,PA2991,0.768,predicted
PA1459,PA5119,0.768,predicted
PA1470,PA2344,0.768,predicted
PA1470,PA4411,0.768,predicted
PA1470,PA4484,0.768,predicted
PA1475,PA4911,0.768,predicted
PA1478,PA2926,0.768,predicted
PA1532,PA3013,0.768,predicted
PA1532,PA3183,0.768,predicted
PA1532,PA3195,0.768,predicted
PA1532,PA5331,0.768,predicted
PA1532,PA5453,0.768,predicted
PA1543,PA3645,0.768,predicted
PA1543,PA4389,0.768,predicted
PA1566,PA5243,0.768,predicted
PA1576,PA2344,0.768,predicted
PA1581,PA1806,0.768,predicted
PA1584,PA4975,0.768,predicted
PA1585,PA2995,0.768,predicted
PA1586,PA4975,0.768,predicted
PA1588,PA3118,0.768,predicted
PA1588,PA4180,0.768,predicted
PA1598,PA4748,0.768,predicted
PA1610,PA3118,0.768,predicted
PA1610,PA5223,0.768,predicted
PA1610,PA5415,0.768,predicted
PA1670,PA2619,0.768,predicted
PA1681,PA2323,0.768,predicted
PA1681,PA2923,0.768,predicted
PA1681,PA4114,0.768,predicted
PA1683,PA2014,0.768,predicted
PA1683,PA2962,0.768,predicted
PA1713,PA4878,0.768,predicted
PA1736,PA2876,0.768,predicted
PA1736,PA3636,0.768,predicted
PA1736,PA5163,0.768,predicted
PA1737,PA3639,0.768,predicted
PA1737,PA4416,0.768,predicted
PA1752,PA3171,0.768,predicted
PA1757,PA4655,0.768,predicted
PA1770,PA3735,0.768,predicted
PA1792,PA3816,0.768,predicted
PA1792,PA4524,0.768,predicted
PA1794,PA2080,0.768,predicted
PA1794,PA2923,0.768,predicted
PA1795,PA4446,0.768,predicted
PA1796,PA2796,0.768,predicted
PA1796,PA3925,0.768,predicted
PA1796,PA5416,0.768,predicted
PA1816,PA5439,0.768,predicted
PA1818,PA3163,0.768,predicted
PA1818,PA3989,0.768,predicted
PA1818,PA3996,0.768,predicted
PA1818,PA4043,0.768,predicted
PA1843,PA4056,0.768,predicted
PA1843,PA5320,0.768,predicted
PA1927,PA3650,0.768,predicted
PA1992,PA3140,0.768,predicted
PA2014,PA4414,0.768,predicted
PA2014,PA4695,0.768,predicted
PA2023,PA3584,0.768,predicted
PA2035,PA3643,0.768,predicted
PA2053,PA4563,0.768,predicted
PA2060,PA2912,0.768,predicted
PA2060,PA4192,0.768,predicted
PA2064,PA4366,0.768,predicted
PA2065,PA2622,0.768,predicted
PA2080,PA2979,0.768,predicted
PA2080,PA4043,0.768,predicted
PA2105,PA4051,0.768,predicted
PA2195,PA4991,0.768,predicted
PA2250,PA4044,0.768,predicted
PA2250,PA5549,0.768,predicted
PA2261,PA2962,0.768,predicted
PA2261,PA4044,0.768,predicted
PA2263,PA3117,0.768,predicted
PA2263,PA4389,0.768,predicted
PA2263,PA4529,0.768,predicted
PA2263,PA5039,0.768,predicted
PA2275,PA4043,0.768,predicted
PA2328,PA2811,0.768,predicted
PA2329,PA4222,0.768,predicted
PA2329,PA4860,0.768,predicted
PA2329,PA5504,0.768,predicted
PA2343,PA3112,0.768,predicted
PA2343,PA3644,0.768,predicted
PA2343,PA3997,0.768,predicted
PA2344,PA3165,0.768,predicted
PA2344,PA3517,0.768,predicted
PA2344,PA3818,0.768,predicted
PA2344,PA4073,0.768,predicted
PA2344,PA4470,0.768,predicted
PA2344,PA4938,0.768,predicted
PA2397,PA2622,0.768,predicted
PA2444,PA2977,0.768,predicted
PA2491,PA3629,0.768,predicted
PA2492,PA4989,0.768,predicted
PA2498,PA4944,0.768,predicted
PA2523,PA2917,0.768,predicted
PA2553,PA5163,0.768,predicted
PA2555,PA5067,0.768,predicted
PA2584,PA4811,0.768,predicted
PA2622,PA3548,0.768,predicted
PA2622,PA4468,0.768,predicted
PA2623,PA2876,0.768,predicted
PA2624,PA3636,0.768,predicted
PA2629,PA2925,0.768,predicted
PA2634,PA3997,0.768,predicted
PA2666,PA5439,0.768,predicted
PA2709,PA2876,0.768,predicted
PA2776,PA4425,0.768,predicted
PA2798,PA3571,0.768,predicted
PA2798,PA3782,0.768,predicted
PA2843,PA4411,0.768,predicted
PA2876,PA4626,0.768,predicted
PA2876,PA5421,0.768,predicted
PA2888,PA2962,0.768,predicted
PA2891,PA2979,0.768,predicted
PA2891,PA3636,0.768,predicted
PA2924,PA4602,0.768,predicted
PA2924,PA5039,0.768,predicted
PA2926,PA4602,0.768,predicted
PA2944,PA2962,0.768,predicted
PA2944,PA3163,0.768,predicted
PA2948,PA3151,0.768,predicted
PA2951,PA3584,0.768,predicted
PA2962,PA3121,0.768,predicted
PA2962,PA3896,0.768,predicted
PA2962,PA5204,0.768,predicted
PA2962,PA5522,0.768,predicted
PA2962,PA5524,0.768,predicted
PA2965,PA3633,0.768,predicted
PA2965,PA4730,0.768,predicted
PA2965,PA5013,0.768,predicted
PA2965,PA5203,0.768,predicted
PA2965,PA5495,0.768,predicted
PA2968,PA4056,0.768,predicted
PA2969,PA4997,0.768,predicted
PA2977,PA3131,0.768,predicted
PA2977,PA5092,0.768,predicted
PA2977,PA5277,0.768,predicted
PA2979,PA3232,0.768,predicted
PA2979,PA4945,0.768,predicted
PA2979,PA5118,0.768,predicted
PA2979,PA5258,0.768,predicted
PA2979,PA5313,0.768,predicted
PA2981,PA3120,0.768,predicted
PA2981,PA3312,0.768,predicted
PA2981,PA3896,0.768,predicted
PA2981,PA5522,0.768,predicted
PA2986,PA5366,0.768,predicted
PA2988,PA5503,0.768,predicted
PA2991,PA3896,0.768,predicted
PA3004,PA5063,0.768,predicted
PA3005,PA4238,0.768,predicted
PA3005,PA4482,0.768,predicted
PA3005,PA4602,0.768,predicted
PA3088,PA3151,0.768,predicted
PA3111,PA4114,0.768,predicted
PA3111,PA5415,0.768,predicted
PA3112,PA4939,0.768,predicted
PA3112,PA4960,0.768,predicted
PA3112,PA4973,0.768,predicted
PA3117,PA3582,0.768,predicted
PA3117,PA5012,0.768,predicted
PA3118,PA3171,0.768,predicted
PA3134,PA5277,0.768,predicted
PA3151,PA4180,0.768,predicted
PA3151,PA5184,0.768,predicted
PA3152,PA4180,0.768,predicted
PA3152,PA5184,0.768,predicted
PA3162,PA4446,0.768,predicted
PA3163,PA3633,0.768,predicted
PA3163,PA4448,0.768,predicted
PA3163,PA4524,0.768,predicted
PA3166,PA4655,0.768,predicted
PA3167,PA5163,0.768,predicted
PA3169,PA4655,0.768,predicted
PA3171,PA4868,0.768,predicted
PA3171,PA5066,0.768,predicted
PA3171,PA5184,0.768,predicted
PA3179,PA4666,0.768,predicted
PA3223,PA4997,0.768,predicted
PA3233,PA3770,0.768,predicted
PA3242,PA4988,0.768,predicted
PA3248,PA3654,0.768,predicted
PA3415,PA3640,0.768,predicted
PA3417,PA3643,0.768,predicted
PA3417,PA3650,0.768,predicted
PA3459,PA4044,0.768,predicted
PA3459,PA4484,0.768,predicted
PA3516,PA4484,0.768,predicted
PA3517,PA5243,0.768,predicted
PA3537,PA3666,0.768,predicted
PA3543,PA4406,0.768,predicted
PA3545,PA4406,0.768,predicted
PA3546,PA4997,0.768,predicted
PA3562,PA3636,0.768,predicted
PA3562,PA3666,0.768,predicted
PA3579,PA3997,0.768,predicted
PA3579,PA4411,0.768,predicted
PA3582,PA5243,0.768,predicted
PA3584,PA4025,0.768,predicted
PA3584,PA5309,0.768,predicted
PA3589,PA3650,0.768,predicted
PA3636,PA3977,0.768,predicted
PA3636,PA4626,0.768,predicted
PA3636,PA4694,0.768,predicted
PA3636,PA4868,0.768,predicted
PA3636,PA5516,0.768,predicted
PA3640,PA5439,0.768,predicted
PA3640,PA5522,0.768,predicted
PA3644,PA4524,0.768,predicted
PA3645,PA4180,0.768,predicted
PA3645,PA5140,0.768,predicted
PA3654,PA4863,0.768,predicted
PA3658,PA4230,0.768,predicted
PA3666,PA4670,0.768,predicted
PA3666,PA4756,0.768,predicted
PA3792,PA4044,0.768,predicted
PA3828,PA5450,0.768,predicted
PA3831,PA5549,0.768,predicted
PA3925,PA3997,0.768,predicted
PA3996,PA5277,0.768,predicted
PA3996,PA5522,0.768,predicted
PA3997,PA5357,0.768,predicted
PA4006,PA5163,0.768,predicted
PA4043,PA4442,0.768,predicted
PA4043,PA5419,0.768,predicted
PA4043,PA5508,0.768,predicted
PA4044,PA5213,0.768,predicted
PA4044,PA5415,0.768,predicted
PA4051,PA4829,0.768,predicted
PA4053,PA5067,0.768,predicted
PA4054,PA5034,0.768,predicted
PA4056,PA5277,0.768,predicted
PA4068,PA5390,0.768,predicted
PA4068,PA5493,0.768,predicted
PA4068,PA5541,0.768,predicted
PA4241,PA5256,0.768,predicted
PA4244,PA4671,0.768,predicted
PA4279,PA5439,0.768,predicted
PA4285,PA4762,0.768,predicted
PA4296,PA4853,0.768,predicted
PA4389,PA4733,0.768,predicted
PA4389,PA5312,0.768,predicted
PA4389,PA5418,0.768,predicted
PA4411,PA4733,0.768,predicted
PA4416,PA5312,0.768,predicted
PA4425,PA4945,0.768,predicted
PA4443,PA4482,0.768,predicted
PA4446,PA5049,0.768,predicted
PA4669,PA5065,0.768,predicted
PA0002,PA1156,0.767,predicted
PA0002,PA2967,0.767,predicted
PA0002,PA3152,0.767,predicted
PA0002,PA4416,0.767,predicted
PA0005,PA3487,0.767,predicted
PA0006,PA1155,0.767,predicted
PA0006,PA1610,0.767,predicted
PA0006,PA3637,0.767,predicted
PA0006,PA5549,0.767,predicted
PA0016,PA1183,0.767,predicted
PA0024,PA0432,0.767,predicted
PA0024,PA3117,0.767,predicted
PA0024,PA3645,0.767,predicted
PA0024,PA4602,0.767,predicted
PA0024,PA4748,0.767,predicted
PA0036,PA3482,0.767,predicted
PA0037,PA4756,0.767,predicted
PA0037,PA5356,0.767,predicted
PA0051,PA5175,0.767,predicted
PA0073,PA0074,0.767,predicted
PA0087,PA0089,0.767,predicted
PA0090,PA2371,0.767,predicted
PA0106,PA0107,0.767,predicted
PA0108,PA2953,0.767,predicted
PA0140,PA2399,0.767,predicted
PA0143,PA3637,0.767,predicted
PA0155,PA2003,0.767,predicted
PA0175,PA3348,0.767,predicted
PA0176,PA1608,0.767,predicted
PA0177,PA5166,0.767,predicted
PA0178,PA1157,0.767,predicted
PA0178,PA2652,0.767,predicted
PA0178,PA2810,0.767,predicted
PA0179,PA0410,0.767,predicted
PA0179,PA1157,0.767,predicted
PA0179,PA3705,0.767,predicted
PA0179,PA5125,0.767,predicted
PA0184,PA1070,0.767,predicted
PA0195,PA0969,0.767,predicted
PA0195,PA3176,0.767,predicted
PA0195,PA3874,0.767,predicted
PA0199,PA2493,0.767,predicted
PA0210,PA2321,0.767,predicted
PA0210,PA3193,0.767,predicted
PA0227,PA0228,0.767,predicted
PA0228,PA0887,0.767,predicted
PA0228,PA2623,0.767,predicted
PA0229,PA0892,0.767,predicted
PA0229,PA3607,0.767,predicted
PA0235,PA1070,0.767,predicted
PA0235,PA5353,0.767,predicted
PA0247,PA2932,0.767,predicted
PA0266,PA3561,0.767,predicted
PA0266,PA3987,0.767,predicted
PA0280,PA1207,0.767,predicted
PA0280,PA2329,0.767,predicted
PA0280,PA4770,0.767,predicted
PA0280,PA5503,0.767,predicted
PA0282,PA1477,0.767,predicted
PA0283,PA4208,0.767,predicted
PA0291,PA0969,0.767,predicted
PA0291,PA1862,0.767,predicted
PA0297,PA0402,0.767,predicted
PA0297,PA0668,0.767,predicted
PA0297,PA5215,0.767,predicted
PA0297,PA5263,0.767,predicted
PA0299,PA4663,0.767,predicted
PA0302,PA1183,0.767,predicted
PA0302,PA2341,0.767,predicted
PA0302,PA2987,0.767,predicted
PA0302,PA3538,0.767,predicted
PA0302,PA4034,0.767,predicted
PA0302,PA5074,0.767,predicted
PA0316,PA5421,0.767,predicted
PA0319,PA0320,0.767,predicted
PA0323,PA0325,0.767,predicted
PA0330,PA1585,0.767,predicted
PA0331,PA5100,0.767,predicted
PA0355,PA3824,0.767,predicted
PA0355,PA4263,0.767,predicted
PA0355,PA4266,0.767,predicted
PA0355,PA4432,0.767,predicted
PA0355,PA4808,0.767,predicted
PA0355,PA5051,0.767,predicted
PA0362,PA2994,0.767,predicted
PA0362,PA4829,0.767,predicted
PA0374,PA2329,0.767,predicted
PA0374,PA3538,0.767,predicted
PA0376,PA4547,0.767,predicted
PA0381,PA0904,0.767,predicted
PA0381,PA0998,0.767,predicted
PA0382,PA3138,0.767,predicted
PA0382,PA3738,0.767,predicted
PA0399,PA1393,0.767,predicted
PA0399,PA4402,0.767,predicted
PA0399,PA4960,0.767,predicted
PA0403,PA1179,0.767,predicted
PA0403,PA1754,0.767,predicted
PA0403,PA2054,0.767,predicted
PA0407,PA4759,0.767,predicted
PA0413,PA0928,0.767,predicted
PA0413,PA5125,0.767,predicted
PA0420,PA2991,0.767,predicted
PA0425,PA1948,0.767,predicted
PA0425,PA3384,0.767,predicted
PA0425,PA4628,0.767,predicted
PA0427,PA3279,0.767,predicted
PA0430,PA4138,0.767,predicted
PA0439,PA2250,0.767,predicted
PA0440,PA2119,0.767,predicted
PA0440,PA5173,0.767,predicted
PA0447,PA2015,0.767,predicted
PA0464,PA2686,0.767,predicted
PA0464,PA4726,0.767,predicted
PA0465,PA4688,0.767,predicted
PA0482,PA3363,0.767,predicted
PA0483,PA0484,0.767,predicted
PA0501,PA5549,0.767,predicted
PA0518,PA1318,0.767,predicted
PA0520,PA2194,0.767,predicted
PA0520,PA2787,0.767,predicted
PA0520,PA4442,0.767,predicted
PA0520,PA4956,0.767,predicted
PA0523,PA4811,0.767,predicted
PA0527,PA2519,0.767,predicted
PA0527,PA5105,0.767,predicted
PA0530,PA2250,0.767,predicted
PA0530,PA4829,0.767,predicted
PA0546,PA4447,0.767,predicted
PA0551,PA5320,0.767,predicted
PA0582,PA3996,0.767,predicted
PA0582,PA4051,0.767,predicted
PA0582,PA4056,0.767,predicted
PA0584,PA0903,0.767,predicted
PA0584,PA3308,0.767,predicted
PA0584,PA3861,0.767,predicted
PA0591,PA0593,0.767,predicted
PA0593,PA1049,0.767,predicted
PA0595,PA3544,0.767,predicted
PA0607,PA1581,0.767,predicted
PA0607,PA1582,0.767,predicted
PA0607,PA1583,0.767,predicted
PA0607,PA1584,0.767,predicted
PA0607,PA1586,0.767,predicted
PA0607,PA5063,0.767,predicted
PA0607,PA5555,0.767,predicted
PA0609,PA1001,0.767,predicted
PA0609,PA1756,0.767,predicted
PA0611,PA2519,0.767,predicted
PA0611,PA5308,0.767,predicted
PA0649,PA2012,0.767,predicted
PA0649,PA4854,0.767,predicted
PA0650,PA0668,0.767,predicted
PA0668,PA0782,0.767,predicted
PA0668,PA3108,0.767,predicted
PA0668,PA3742,0.767,predicted
PA0715,PA0724,0.767,predicted
PA0720,PA3011,0.767,predicted
PA0720,PA3738,0.767,predicted
PA0754,PA0755,0.767,predicted
PA0756,PA1637,0.767,predicted
PA0756,PA2523,0.767,predicted
PA0761,PA3525,0.767,predicted
PA0761,PA3537,0.767,predicted
PA0761,PA4138,0.767,predicted
PA0761,PA5223,0.767,predicted
PA0766,PA0869,0.767,predicted
PA0766,PA4545,0.767,predicted
PA0768,PA4747,0.767,predicted
PA0773,PA4209,0.767,predicted
PA0773,PA4827,0.767,predicted
PA0782,PA3570,0.767,predicted
PA0783,PA3391,0.767,predicted
PA0801,PA0803,0.767,predicted
PA0831,PA2738,0.767,predicted
PA0835,PA3635,0.767,predicted
PA0837,PA1800,0.767,predicted
PA0837,PA4572,0.767,predicted
PA0837,PA5197,0.767,predicted
PA0851,PA2709,0.767,predicted
PA0854,PA3879,0.767,predicted
PA0860,PA5094,0.767,predicted
PA0860,PA5376,0.767,predicted
PA0860,PA5503,0.767,predicted
PA0869,PA4444,0.767,predicted
PA0870,PA4439,0.767,predicted
PA0887,PA1792,0.767,predicted
PA0887,PA2510,0.767,predicted
PA0887,PA2991,0.767,predicted
PA0887,PA3561,0.767,predicted
PA0890,PA1476,0.767,predicted
PA0890,PA3556,0.767,predicted
PA0892,PA1820,0.767,predicted
PA0892,PA4862,0.767,predicted
PA0893,PA2249,0.767,predicted
PA0893,PA4007,0.767,predicted
PA0893,PA5140,0.767,predicted
PA0901,PA3013,0.767,predicted
PA0903,PA3635,0.767,predicted
PA0904,PA2248,0.767,predicted
PA0923,PA2394,0.767,predicted
PA0923,PA2396,0.767,predicted
PA0923,PA5493,0.767,predicted
PA0927,PA2515,0.767,predicted
PA0927,PA5058,0.767,predicted
PA0928,PA4777,0.767,predicted
PA0929,PA4546,0.767,predicted
PA0929,PA4777,0.767,predicted
PA0930,PA1637,0.767,predicted
PA0930,PA5200,0.767,predicted
PA0931,PA4597,0.767,predicted
PA0932,PA2007,0.767,predicted
PA0932,PA3166,0.767,predicted
PA0945,PA2832,0.767,predicted
PA0949,PA4269,0.767,predicted
PA0963,PA1803,0.767,predicted
PA0963,PA3742,0.767,predicted
PA0963,PA4484,0.767,predicted
PA0966,PA5443,0.767,predicted
PA0969,PA3395,0.767,predicted
PA0993,PA4082,0.767,predicted
PA0994,PA1083,0.767,predicted
PA0996,PA2964,0.767,predicted
PA0996,PA3167,0.767,predicted
PA0996,PA3397,0.767,predicted
PA0997,PA0998,0.767,predicted
PA0997,PA1272,0.767,predicted
PA0997,PA5118,0.767,predicted
PA0998,PA4730,0.767,predicted
PA0999,PA4891,0.767,predicted
PA1001,PA4472,0.767,predicted
PA1001,PA4758,0.767,predicted
PA1002,PA4447,0.767,predicted
PA1002,PA4448,0.767,predicted
PA1003,PA1455,0.767,predicted
PA1003,PA4524,0.767,predicted
PA1003,PA5274,0.767,predicted
PA1033,PA1466,0.767,predicted
PA1049,PA5320,0.767,predicted
PA1070,PA2061,0.767,predicted
PA1070,PA3376,0.767,predicted
PA1070,PA3514,0.767,predicted
PA1070,PA3585,0.767,predicted
PA1070,PA5235,0.767,predicted
PA1070,PA5434,0.767,predicted
PA1070,PA5503,0.767,predicted
PA1071,PA1635,0.767,predicted
PA1071,PA5160,0.767,predicted
PA1071,PA5235,0.767,predicted
PA1073,PA3391,0.767,predicted
PA1078,PA1092,0.767,predicted
PA1082,PA1092,0.767,predicted
PA1091,PA1102,0.767,predicted
PA1097,PA2258,0.767,predicted
PA1097,PA4764,0.767,predicted
PA1098,PA3192,0.767,predicted
PA1098,PA5125,0.767,predicted
PA1099,PA1636,0.767,predicted
PA1099,PA1776,0.767,predicted
PA1101,PA4418,0.767,predicted
PA1101,PA4528,0.767,predicted
PA1102,PA3548,0.767,predicted
PA1104,PA1172,0.767,predicted
PA1104,PA5560,0.767,predicted
PA1130,PA4761,0.767,predicted
PA1161,PA1294,0.767,predicted
PA1162,PA5098,0.767,predicted
PA1172,PA2641,0.767,predicted
PA1172,PA3393,0.767,predicted
PA1172,PA3874,0.767,predicted
PA1173,PA2640,0.767,predicted
PA1176,PA5297,0.767,predicted
PA1179,PA1637,0.767,predicted
PA1179,PA1949,0.767,predicted
PA1179,PA3705,0.767,predicted
PA1179,PA5199,0.767,predicted
PA1183,PA1947,0.767,predicted
PA1256,PA2912,0.767,predicted
PA1256,PA2926,0.767,predicted
PA1256,PA4909,0.767,predicted
PA1256,PA5074,0.767,predicted
PA1275,PA4175,0.767,predicted
PA1277,PA1279,0.767,predicted
PA1278,PA5034,0.767,predicted
PA1294,PA4937,0.767,predicted
PA1318,PA3394,0.767,predicted
PA1326,PA3770,0.767,predicted
PA1326,PA4448,0.767,predicted
PA1338,PA2717,0.767,predicted
PA1339,PA4192,0.767,predicted
PA1373,PA1609,0.767,predicted
PA1373,PA1614,0.767,predicted
PA1375,PA2014,0.767,predicted
PA1375,PA3896,0.767,predicted
