#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chebi:"CHEBI:9321"|chembl:CHEMBL403	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Sulbactam|unknown:CP-45899|unknown:"InChI=1S/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1"(inchi id)|unknown:FKENQMMABCRJMK-RITPCOANSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O"(smile)|unknown:sulbactam(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL651412	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P13661|chembl:CHEMBL4951	-	uniprotkb:bla(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase OXA-1(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:oxa1(gene name)|unknown:blo1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654927	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P13661|chembl:CHEMBL4951	-	uniprotkb:bla(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase OXA-1(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:oxa1(gene name)|unknown:blo1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653459	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:Q2V0Y6|chembl:CHEMBL1744490	-	uniprotkb:pse-1(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase(gene name synonym)|unknown:q2v0y6_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653460	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653461	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653462	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653463	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653464	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P0A1V9|chembl:CHEMBL1744485	-	uniprotkb:bla(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase OXA-2(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:oxa2(gene name)|unknown:blo2_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Richter et al (1996)	pubmed:8809160	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653465	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL6533|chebi:"CHEBI:100551"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H14N4O6S.Na/c1-11(5-14-3-2-12-13-14)7(10(18)19)15-8(17)6(4-16)9(15)22(11,20)21;/h2-3,6-7,9,16H,4-5H2,1H3,(H,18,19);/q;+1/p-1/t6-,7+,9-,11+;/m1./s1"(inchi id)|unknown:QBBWHSLAOSOQME-ZYEZBUCFSA-M(inchi key)|unknown:"[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H]([C@H](CO)C3=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl6533(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:9321"|chembl:CHEMBL403	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Sulbactam|unknown:CP-45899|unknown:"InChI=1S/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1"(inchi id)|unknown:FKENQMMABCRJMK-RITPCOANSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O"(smile)|unknown:sulbactam(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:473856"|chembl:CHEMBL1439	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Tazobactam sodium|unknown:CL-307579|unknown:Tazocillin|unknown:Tazobactam Sodium|unknown:"InChI=1S/C10H12N4O5S.Na/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19;/h2-3,7-8H,4-5H2,1H3,(H,16,17);/q;+1/p-1/t7-,8+,10+;/m1./s1"(inchi id)|unknown:RFMIKMMOLPNEDG-QVUDESDKSA-M(inchi key)|unknown:"[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:tazobactam sodium(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL269471|chebi:"CHEBI:100559"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H12N2O6S.Na/c1-11(3-2-4-12)7(10(16)17)13-8(15)6(5-14)9(13)20(11,18)19;/h2-3,6-7,9,14H,5H2,1H3,(H,16,17);/q;+1/p-1/b3-2+;/t6-,7+,9-,11+;/m1./s1"(inchi id)|unknown:QXEYKECJAQHXEF-KLZLNBGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H]([C@H](CO)C2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl269471(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100558"|chembl:CHEMBL6469	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H12N2O6S.Na/c1-11(3-2-4-12)7(10(16)17)13-8(15)6(5-14)9(13)20(11,18)19;/h2-3,6-7,9,14H,5H2,1H3,(H,16,17);/q;+1/p-1/b3-2-;/t6-,7+,9-,11+;/m1./s1"(inchi id)|unknown:QXEYKECJAQHXEF-FCHKYLNPSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=C/C#N)[C@@H](N2[C@@H]([C@H](CO)C2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl6469(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL6678|chebi:"CHEBI:100577"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C10H14N2O7S.Na/c1-10(4-11-19-2)6(9(15)16)12-7(14)5(3-13)8(12)20(10,17)18;/h4-6,8,13H,3H2,1-2H3,(H,15,16);/q;+1/p-1/b11-4+;/t5-,6+,8-,10+;/m1./s1"(inchi id)|unknown:RRLPWVAOADJVLF-UEDLQCFHSA-M(inchi key)|unknown:"[Na+].CON=C[C@@]1(C)[C@@H](N2[C@@H]([C@H](CO)C2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl6678(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:100463"|chembl:CHEMBL6461	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Ro-48-1220|unknown:"InChI=1S/C10H10N2O5S.Na/c1-10(3-2-4-11)8(9(14)15)12-6(13)5-7(12)18(10,16)17;/h2-3,7-8H,5H2,1H3,(H,14,15);/q;+1/p-1/b3-2+;/t7-,8+,10+;/m1./s1"(inchi id)|unknown:DRNHQKOSAXWVCX-LSTOSFGNSA-M(inchi key)|unknown:"[Na+].C[C@]1(C=CC#N)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:ro481220(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230627	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652843	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:394531"|chembl:CHEMBL366664	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C20H30N2O7S/c1-8(2)14(19(25)26)21-7-11-12(5-6-29-11)30-17-9(3)15-13(10(4)23)18(24)22(15)16(17)20(27)28/h8-15,21,23H,5-7H2,1-4H3,(H,25,26)(H,27,28)/t9-,10-,11-,12-,13-,14+,15?/m1/s1"(inchi id)|unknown:STUCJEURXSAYOH-OOHKFKTASA-N(inchi key)|unknown:"CC(C)[C@H](NC[C@H]1OCC[C@H]1SC2=C(N3C([C@H]2C)[C@@H]([C@@H](C)O)C3=O)C(=O)O)C(=O)O"(smile)|unknown:chembl366664(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230626	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652842	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL24878|chebi:"CHEBI:133037"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C9H13NO6S/c1-9(2)5(8(13)14)10-6(12)4(3-11)7(10)17(9,15)16/h4-5,7,11H,3H2,1-2H3,(H,13,14)/t4-,5-,7+/m0/s1"(inchi id)|unknown:ODGTYAIFNCCEHW-KZLJYQGOSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H]([C@@H](CO)C2=O)S1(=O)=O)C(=O)O"(smile)|unknown:chembl24878(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Bitha et al (1999)	pubmed:10230626	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL652842	chembl:medium(ChEMBL given confidence)
