#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chembl:CHEMBL230859|chebi:"CHEBI:487857"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H19NO4.Na/c1-3-8-12-9-6-5-7-10(20-4-2)11(9)13(15(18)19)16(12)14(8)17;/h3,9-10,12H,4-7H2,1-2H3,(H,18,19);/q;+1/p-1/b8-3+;/t9-,10-,12+;/m1./s1"(inchi id)|unknown:HZMWAVUXXUCHPN-JVKNUYGESA-M(inchi key)|unknown:"[Na+].CCO[C@@H]1CCC[C@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl230859(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894371	chembl:high(ChEMBL given confidence)
chembl:CHEMBL396509|chebi:"CHEBI:487856"	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C14H17NO4.Na/c1-3-7-11-8-5-4-6-9(19-2)10(8)12(14(17)18)15(11)13(7)16;/h3,8-9,11H,4-6H2,1-2H3,(H,17,18);/q;+1/p-1/b7-3+;/t8-,9-,11-;/m0./s1"(inchi id)|unknown:WBBLNUXCEPCAJP-OUXBVPBESA-M(inchi key)|unknown:"[Na+].CO[C@H]1CCC[C@@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl396509(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100207"|chembl:CHEMBL404	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:YTR-830H|unknown:Tazobactam|unknown:CL-298741|unknown:"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1"(inchi id)|unknown:LPQZKKCYTLCDGQ-WEDXCCLWSA-N(inchi key)|unknown:"C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O"(smile)|unknown:ytr830h(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:487867"|chembl:CHEMBL397438	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C16H18N2O4.Na/c1-2-9-13-10-5-3-6-11(22-8-4-7-17)12(10)14(16(20)21)18(13)15(9)19;/h2,10-11,13H,3-6,8H2,1H3,(H,20,21);/q;+1/p-1/b9-2+;/t10-,11-,13-;/m0./s1"(inchi id)|unknown:FEEGSOOJJJPTGS-KSWHNIOUSA-M(inchi key)|unknown:"[Na+].CC=C1/[C@H]2[C@H]3CCC[C@H](OCCC#N)C3=C(N2C1=O)C(=O)[O-]"(smile)|unknown:chembl397438(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:487865"|chembl:CHEMBL395017	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C15H18FNO4.Na/c1-2-8-12-9-4-3-5-10(21-7-6-16)11(9)13(15(19)20)17(12)14(8)18;/h2,9-10,12H,3-7H2,1H3,(H,19,20);/q;+1/p-1/b8-2+;/t9-,10-,12-;/m0./s1"(inchi id)|unknown:VQSDMMDAIZMJTB-NFEGRHGHSA-M(inchi key)|unknown:"[Na+].CC=C1/[C@H]2[C@H]3CCC[C@H](OCCF)C3=C(N2C1=O)C(=O)[O-]"(smile)|unknown:chembl395017(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chembl:CHEMBL230332|chebi:"CHEBI:487863"	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C17H23NO4.Na/c1-3-5-9-22-12-8-6-7-11-13(12)15(17(20)21)18-14(11)10(4-2)16(18)19;/h4,11-12,14H,3,5-9H2,1-2H3,(H,20,21);/q;+1/p-1/b10-4+;/t11-,12-,14-;/m0./s1"(inchi id)|unknown:TWEAPWJQQUWQDI-JOOCRRRBSA-M(inchi key)|unknown:"[Na+].CCCCO[C@H]1CCC[C@@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl230332(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chembl:CHEMBL396998|chebi:"CHEBI:487861"	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C17H23NO4.Na/c1-3-5-9-22-12-8-6-7-11-13(12)15(17(20)21)18-14(11)10(4-2)16(18)19;/h4,11-12,14H,3,5-9H2,1-2H3,(H,20,21);/q;+1/p-1/b10-4+;/t11-,12-,14+;/m1./s1"(inchi id)|unknown:TWEAPWJQQUWQDI-IANGBUJVSA-M(inchi key)|unknown:"[Na+].CCCCO[C@@H]1CCC[C@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl396998(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:487859"|chembl:CHEMBL396753	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C16H21NO4.Na/c1-4-9-13-10-6-5-7-11(21-8(2)3)12(10)14(16(19)20)17(13)15(9)18;/h4,8,10-11,13H,5-7H2,1-3H3,(H,19,20);/q;+1/p-1/b9-4+;/t10-,11-,13-;/m0./s1"(inchi id)|unknown:PNUQMABLNNUPOY-BWVPWLLNSA-M(inchi key)|unknown:"[Na+].CC=C1/[C@H]2[C@H]3CCC[C@H](OC(C)C)C3=C(N2C1=O)C(=O)[O-]"(smile)|unknown:chembl396753(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:487858"|chembl:CHEMBL230226	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C15H19NO4.Na/c1-3-8-12-9-6-5-7-10(20-4-2)11(9)13(15(18)19)16(12)14(8)17;/h3,9-10,12H,4-7H2,1-2H3,(H,18,19);/q;+1/p-1/b8-3+;/t9-,10-,12-;/m0./s1"(inchi id)|unknown:HZMWAVUXXUCHPN-QKEDSHGTSA-M(inchi key)|unknown:"[Na+].CCO[C@H]1CCC[C@@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl230226(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chembl:CHEMBL230859|chebi:"CHEBI:487857"	uniprotkb:P0AD63|chembl:CHEMBL5956	-	uniprotkb:bla(gene name)	unknown:"InChI=1S/C15H19NO4.Na/c1-3-8-12-9-6-5-7-10(20-4-2)11(9)13(15(18)19)16(12)14(8)17;/h3,9-10,12H,4-7H2,1-2H3,(H,18,19);/q;+1/p-1/b8-3+;/t9-,10-,12+;/m1./s1"(inchi id)|unknown:HZMWAVUXXUCHPN-JVKNUYGESA-M(inchi key)|unknown:"[Na+].CCO[C@@H]1CCC[C@H]2[C@H]3N(C(=O)/C/3=C/C)C(=C12)C(=O)[O-]"(smile)|unknown:chembl230859(shortLabel)	uniprotkb:Beta-lactamase SHV-1(gene name synonym)|uniprotkb:PIT-2(gene name synonym)|uniprotkb:shv1(gene name)|unknown:bla1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Plantan et al (2007)	pubmed:17665896	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL894369	chembl:high(ChEMBL given confidence)
chembl:CHEMBL34964|chebi:"CHEBI:150779"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C8H7BO2S/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5,10-11H"(inchi id)|unknown:YNCYPMUJDDXIRH-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2ccccc2s1"(smile)|unknown:chembl34964(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502884"|chembl:CHEMBL238243	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C9H9BO2S/c1-6-2-3-8-7(4-6)5-9(13-8)10(11)12/h2-5,11-12H,1H3"(inchi id)|unknown:DHNHZPQPQAINDI-UHFFFAOYSA-N(inchi key)|unknown:"Cc1ccc2sc(cc2c1)B(O)O"(smile)|unknown:chembl238243(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL236759|chebi:"CHEBI:502916"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C4H7BO2S/c6-5(7)4-2-1-3-8-4/h2,6-7H,1,3H2"(inchi id)|unknown:HBWATGYSAHIWIX-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)C1=CCCS1"(smile)|unknown:chembl236759(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502915"|chembl:CHEMBL235951	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H12BN4O2S/c13-15-6-14-16(7-15)5-8-1-2-10-9(3-8)4-11(19-10)12(17)18/h1-4,6-7,17-18H,5,13H2/q+1"(inchi id)|unknown:OIJFJYAPZDYGLS-UHFFFAOYSA-N(inchi key)|unknown:"Nn1cn[n+](Cc2ccc3sc(cc3c2)B(O)O)c1"(smile)|unknown:chembl235951(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL395186|chebi:"CHEBI:498380"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C12H11BN2O2S/c16-13(17)12-6-10-5-9(1-2-11(10)18-12)7-15-4-3-14-8-15/h1-6,8,16-17H,7H2"(inchi id)|unknown:PUCQEQODRLZNBJ-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(Cn3ccnc3)ccc2s1"(smile)|unknown:chembl395186(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502914"|chembl:CHEMBL235526	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H12BNO4S/c14-11(15)6-13-5-7-1-2-9-8(3-7)4-10(18-9)12(16)17/h1-4,13,16-17H,5-6H2,(H,14,15)"(inchi id)|unknown:VRCPBICEVAIMRL-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNCC(=O)O)ccc2s1"(smile)|unknown:chembl235526(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502912"|chembl:CHEMBL391537	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C19H21BN2O3S/c23-20(24)19-12-15-11-14(1-6-18(15)26-19)13-21-16-2-4-17(5-3-16)22-7-9-25-10-8-22/h1-6,11-12,21,23-24H,7-10,13H2"(inchi id)|unknown:XERIMYALBKZDJZ-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNc3ccc(cc3)N4CCOCC4)ccc2s1"(smile)|unknown:chembl391537(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502910"|chembl:CHEMBL235523	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H16BNO3S/c1-11(20)13-3-5-15(6-4-13)19-10-12-2-7-16-14(8-12)9-17(23-16)18(21)22/h2-9,19,21-22H,10H2,1H3"(inchi id)|unknown:HSPMSGHIXSXVHR-UHFFFAOYSA-N(inchi key)|unknown:"CC(=O)c1ccc(NCc2ccc3sc(cc3c2)B(O)O)cc1"(smile)|unknown:chembl235523(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL235308|chebi:"CHEBI:502909"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H15B2NO4S/c19-16(20)12-2-1-3-13(8-12)18-9-10-4-5-14-11(6-10)7-15(23-14)17(21)22/h1-8,18-22H,9H2"(inchi id)|unknown:DDMLJZBFSFVMIE-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cccc(NCc2ccc3sc(cc3c2)B(O)O)c1"(smile)|unknown:chembl235308(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502908"|chembl:CHEMBL398112	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H17BN2O2S/c17-14(18)13-8-11-7-10(1-2-12(11)19-13)9-16-5-3-15-4-6-16/h1-2,7-8,15,17-18H,3-6,9H2"(inchi id)|unknown:AKBSFHBVPHVWIW-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CN3CCNCC3)ccc2s1"(smile)|unknown:chembl398112(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
